CollectionNumber,Species_Code,Spec_Num,Com_Name,Gear_Code,Gear_Description,FishWeight_g,Sex,DateFull,Month,TL_mm,DayOfTheYear,Age_Yrs,Age_Days,Age_FracYrs,AgeMethod,YearClass
19970721,A263,2,Sheepshead,014,HOOK & LINE,2043,1,26-Jul-97,7,463,207,5,2032,5.57,otolith,1992
19970721,A263,28,Sheepshead,014,HOOK & LINE,2137,1,26-Jul-97,7,474,207,5,2032,5.57,otolith,1992
19960781,A263,1,Sheepshead,014,HOOK & LINE,,1,27-Jul-96,7,385,209,5,2034,5.57,otolith,1991
20120944,A263,8,Sheepshead,014,HOOK & LINE,1821,2,29-Jul-12,7,451,211,5,2036,5.58,otolith,2007
20051032,A263,2,Sheepshead,014,HOOK & LINE,,2,1-Aug-05,8,417,213,5,2038,5.58,otolith,2000
19960733,A263,23,Sheepshead,014,HOOK & LINE,1079,2,3-Aug-96,8,398,216,5,2041,5.59,otolith,1991
19960733,A263,16,Sheepshead,014,HOOK & LINE,1336,1,3-Aug-96,8,405,216,5,2041,5.59,otolith,1991
19960733,A263,4,Sheepshead,014,HOOK & LINE,1667,1,3-Aug-96,8,431,216,5,2041,5.59,otolith,1991
19960733,A263,12,Sheepshead,014,HOOK & LINE,1652,1,3-Aug-96,8,436,216,5,2041,5.59,otolith,1991
19960733,A263,24,Sheepshead,014,HOOK & LINE,1780,2,3-Aug-96,8,449,216,5,2041,5.59,otolith,1991
19960733,A263,3,Sheepshead,014,HOOK & LINE,2181,2,3-Aug-96,8,467,216,5,2041,5.59,otolith,1991
20010811,A263,16,Sheepshead,014,HOOK & LINE,2355,1,4-Aug-01,8,475,216,5,2041,5.59,otolith,1996
19960733,A263,25,Sheepshead,014,HOOK & LINE,2688,1,3-Aug-96,8,527,216,5,2041,5.59,otolith,1991
19950604,A263,16,Sheepshead,014,HOOK & LINE,1120,2,5-Aug-95,8,402,217,5,2042,5.59,otolith,1990
19950604,A263,6,Sheepshead,014,HOOK & LINE,1346,1,5-Aug-95,8,422,217,5,2042,5.59,otolith,1990
19950604,A263,13,Sheepshead,014,HOOK & LINE,1529,1,5-Aug-95,8,426,217,5,2042,5.59,otolith,1990
19950604,A263,5,Sheepshead,014,HOOK & LINE,1583,1,5-Aug-95,8,445,217,5,2042,5.59,otolith,1990
19940371,A263,23,Sheepshead,014,HOOK & LINE,1510,2,6-Aug-94,8,431,218,5,2043,5.60,otolith,1989
19940371,A263,19,Sheepshead,014,HOOK & LINE,1858,1,6-Aug-94,8,445,218,5,2043,5.60,otolith,1989
19940371,A263,33,Sheepshead,014,HOOK & LINE,1951,2,6-Aug-94,8,490,218,5,2043,5.60,otolith,1989
19940371,A263,8,Sheepshead,014,HOOK & LINE,2726,1,6-Aug-94,8,513,218,5,2043,5.60,otolith,1989
20030985,A263,2,Sheepshead,014,HOOK & LINE,,1,9-Aug-03,8,472,221,5,2046,5.61,otolith,1998
20030986,A263,2,Sheepshead,014,HOOK & LINE,,2,10-Aug-03,8,292,222,5,2047,5.61,otolith,1998
20030986,A263,5,Sheepshead,014,HOOK & LINE,,1,10-Aug-03,8,378,222,5,2047,5.61,otolith,1998
20000930,A263,1,Sheepshead,014,HOOK & LINE,,1,12-Aug-00,8,472,225,5,2050,5.62,otolith,1995
19960780,A263,2,Sheepshead,014,HOOK & LINE,,1,14-Aug-96,8,460,227,5,2052,5.62,otolith,1991
20030992,A263,1,Sheepshead,014,HOOK & LINE,,1,17-Aug-03,8,502,229,5,2054,5.63,otolith,1998
20111034,A263,4,Sheepshead,014,HOOK & LINE,1900,1,18-Aug-11,8,457,230,5,2055,5.63,otolith,2006
20111034,A263,1,Sheepshead,014,HOOK & LINE,1903,1,18-Aug-11,8,467,230,5,2055,5.63,otolith,2006
20111034,A263,2,Sheepshead,014,HOOK & LINE,2200,1,18-Aug-11,8,473,230,5,2055,5.63,otolith,2006
20111033,A263,24,Sheepshead,014,HOOK & LINE,1222,1,20-Aug-11,8,403,232,5,2057,5.64,otolith,2006
20111033,A263,26,Sheepshead,014,HOOK & LINE,1282,1,20-Aug-11,8,410,232,5,2057,5.64,otolith,2006
20111033,A263,9,Sheepshead,014,HOOK & LINE,1455,2,20-Aug-11,8,421,232,5,2057,5.64,otolith,2006
20111033,A263,3,Sheepshead,014,HOOK & LINE,2583,2,20-Aug-11,8,522,232,5,2057,5.64,otolith,2006
20111033,A263,17,Sheepshead,014,HOOK & LINE,3611,2,20-Aug-11,8,533,232,5,2057,5.64,otolith,2006
20100971,A263,16,Sheepshead,014,HOOK & LINE,907,2,21-Aug-10,8,361,233,5,2058,5.64,otolith,2005
20100971,A263,15,Sheepshead,014,HOOK & LINE,944,2,21-Aug-10,8,365,233,5,2058,5.64,otolith,2005
20031140,A263,2,Sheepshead,014,HOOK & LINE,,2,21-Aug-03,8,472,233,5,2058,5.64,otolith,1998
20100971,A263,3,Sheepshead,014,HOOK & LINE,2566,2,21-Aug-10,8,517,233,5,2058,5.64,otolith,2005
20100971,A263,7,Sheepshead,014,HOOK & LINE,3680,2,21-Aug-10,8,587,233,5,2058,5.64,otolith,2005
19980735,A263,1,Sheepshead,014,HOOK & LINE,,1,22-Aug-98,8,455,234,5,2059,5.64,otolith,1993
20031136,A263,5,Sheepshead,014,HOOK & LINE,,2,22-Aug-03,8,455,234,5,2059,5.64,otolith,1998
20090993,A263,31,Sheepshead,014,HOOK & LINE,1789,2,22-Aug-09,8,460,234,5,2059,5.64,otolith,2004
19980735,A263,2,Sheepshead,014,HOOK & LINE,,1,22-Aug-98,8,468,234,5,2059,5.64,otolith,1993
20090993,A263,14,Sheepshead,014,HOOK & LINE,2198,1,22-Aug-09,8,485,234,5,2059,5.64,otolith,2004
20090993,A263,16,Sheepshead,014,HOOK & LINE,2952,2,22-Aug-09,8,540,234,5,2059,5.64,otolith,2004
20090993,A263,11,Sheepshead,014,HOOK & LINE,3733,2,22-Aug-09,8,565,234,5,2059,5.64,otolith,2004
19970820,A263,19,Sheepshead,014,HOOK & LINE,1491,1,23-Aug-97,8,420,235,5,2060,5.64,otolith,1992
19970820,A263,43,Sheepshead,014,HOOK & LINE,1490,2,23-Aug-97,8,422,235,5,2060,5.64,otolith,1992
20031007,A263,20,Sheepshead,014,HOOK & LINE,1530,2,23-Aug-03,8,450,235,5,2060,5.64,otolith,1998
19970820,A263,32,Sheepshead,014,HOOK & LINE,1632,1,23-Aug-97,8,453,235,5,2060,5.64,otolith,1992
19970820,A263,49,Sheepshead,014,HOOK & LINE,1896,2,23-Aug-97,8,470,235,5,2060,5.64,otolith,1992
20031007,A263,29,Sheepshead,014,HOOK & LINE,2010,1,23-Aug-03,8,476,235,5,2060,5.64,otolith,1998
19970820,A263,8,Sheepshead,014,HOOK & LINE,2187,1,23-Aug-97,8,495,235,5,2060,5.64,otolith,1992
20031007,A263,30,Sheepshead,014,HOOK & LINE,2798,2,23-Aug-03,8,528,235,5,2060,5.64,otolith,1998
20081004,A263,22,Sheepshead,014,HOOK & LINE,1896,1,23-Aug-08,8,473,236,5,2061,5.65,otolith,2003
20021139,A263,3,Sheepshead,014,HOOK & LINE,2214,1,24-Aug-02,8,507,236,5,2061,5.65,otolith,1997
19960786,A263,19,Sheepshead,014,HOOK & LINE,1497,2,24-Aug-96,8,425,237,5,2062,5.65,otolith,1991
19960786,A263,22,Sheepshead,014,HOOK & LINE,1753,1,24-Aug-96,8,435,237,5,2062,5.65,otolith,1991
19960786,A263,8,Sheepshead,014,HOOK & LINE,1701,2,24-Aug-96,8,440,237,5,2062,5.65,otolith,1991
20010921,A263,24,Sheepshead,014,HOOK & LINE,1873,1,25-Aug-01,8,450,237,5,2062,5.65,otolith,1996
19960786,A263,16,Sheepshead,014,HOOK & LINE,2062,,24-Aug-96,8,454,237,5,2062,5.65,otolith,1991
20010921,A263,6,Sheepshead,014,HOOK & LINE,1907,2,25-Aug-01,8,455,237,5,2062,5.65,otolith,1996
19960786,A263,7,Sheepshead,014,HOOK & LINE,2037,2,24-Aug-96,8,458,237,5,2062,5.65,otolith,1991
20010921,A263,25,Sheepshead,014,HOOK & LINE,2192,2,25-Aug-01,8,463,237,5,2062,5.65,otolith,1996
20010921,A263,1,Sheepshead,014,HOOK & LINE,2202,1,25-Aug-01,8,468,237,5,2062,5.65,otolith,1996
19960786,A263,1,Sheepshead,014,HOOK & LINE,2149,1,24-Aug-96,8,482,237,5,2062,5.65,otolith,1991
20091025,A263,3,Sheepshead,014,HOOK & LINE,1561,1,26-Aug-09,8,423,238,5,2063,5.65,otolith,2004
20061023,A263,11,Sheepshead,014,HOOK & LINE,1738,2,26-Aug-06,8,450,238,5,2063,5.65,otolith,2001
20061023,A263,5,Sheepshead,014,HOOK & LINE,2111,2,26-Aug-06,8,475,238,5,2063,5.65,otolith,2001
19940429,A263,24,Sheepshead,014,HOOK & LINE,1446,2,27-Aug-94,8,433,239,5,2064,5.65,otolith,1989
19940429,A263,28,Sheepshead,014,HOOK & LINE,1624,1,27-Aug-94,8,442,239,5,2064,5.65,otolith,1989
20051035,A263,15,Sheepshead,014,HOOK & LINE,1701,1,27-Aug-05,8,448,239,5,2064,5.65,otolith,2000
20000944,A263,6,Sheepshead,014,HOOK & LINE,1632,2,26-Aug-00,8,452,239,5,2064,5.65,otolith,1995
19940429,A263,15,Sheepshead,014,HOOK & LINE,2152,1,27-Aug-94,8,463,239,5,2064,5.65,otolith,1989
19940429,A263,19,Sheepshead,014,HOOK & LINE,2087,1,27-Aug-94,8,470,239,5,2064,5.65,otolith,1989
20051035,A263,12,Sheepshead,014,HOOK & LINE,3145,2,27-Aug-05,8,473,239,5,2064,5.65,otolith,2000
20051035,A263,18,Sheepshead,014,HOOK & LINE,2325,1,27-Aug-05,8,482,239,5,2064,5.65,otolith,2000
20051035,A263,11,Sheepshead,014,HOOK & LINE,1864,2,27-Aug-05,8,486,239,5,2064,5.65,otolith,2000
19940429,A263,3,Sheepshead,014,HOOK & LINE,2612,2,27-Aug-94,8,518,239,5,2064,5.65,otolith,1989
20051035,A263,22,Sheepshead,014,HOOK & LINE,2530,2,27-Aug-05,8,523,239,5,2064,5.65,otolith,2000
19990818,A263,3,Sheepshead,014,HOOK & LINE,1792,1,28-Aug-99,8,453,240,5,2065,5.66,otolith,1994
19990818,A263,14,Sheepshead,014,HOOK & LINE,2128,2,28-Aug-99,8,472,240,5,2065,5.66,otolith,1994
19990818,A263,11,Sheepshead,014,HOOK & LINE,2137,1,28-Aug-99,8,477,240,5,2065,5.66,otolith,1994
20040973,A263,5,Sheepshead,014,HOOK & LINE,1622,2,28-Aug-04,8,435,241,5,2066,5.66,otolith,1999
20040973,A263,6,Sheepshead,014,HOOK & LINE,1610,2,28-Aug-04,8,443,241,5,2066,5.66,otolith,1999
20040973,A263,26,Sheepshead,014,HOOK & LINE,1718,1,28-Aug-04,8,468,241,5,2066,5.66,otolith,1999
20040973,A263,25,Sheepshead,014,HOOK & LINE,1884,2,28-Aug-04,8,477,241,5,2066,5.66,otolith,1999
20040973,A263,4,Sheepshead,014,HOOK & LINE,2309,2,28-Aug-04,8,485,241,5,2066,5.66,otolith,1999
20040973,A263,10,Sheepshead,014,HOOK & LINE,2080,2,28-Aug-04,8,487,241,5,2066,5.66,otolith,1999
20040973,A263,21,Sheepshead,014,HOOK & LINE,2435,2,28-Aug-04,8,487,241,5,2066,5.66,otolith,1999
20040973,A263,20,Sheepshead,014,HOOK & LINE,2345,2,28-Aug-04,8,488,241,5,2066,5.66,otolith,1999
20040973,A263,19,Sheepshead,014,HOOK & LINE,2467,2,28-Aug-04,8,497,241,5,2066,5.66,otolith,1999
20040973,A263,27,Sheepshead,014,HOOK & LINE,1930,1,28-Aug-04,8,480.4846,241,5,2066,5.66,otolith,1999
20051401,A263,1,Sheepshead,065,SPEAR GUN,,1,1-Sep-05,9,465,244,5,2069,5.67,otolith,2000
19930412,A263,1,Sheepshead,014,HOOK & LINE,1618,2,11-Sep-93,9,431,254,5,2079,5.70,otolith,1988
20031143,A263,1,Sheepshead,065,SPEAR GUN,,1,13-Sep-03,9,410,256,5,2081,5.70,otolith,1998
20091088,A263,5,Sheepshead,014,HOOK & LINE,1801,2,15-Sep-09,9,444,258,5,2083,5.71,otolith,2004
20021379,A263,1,Sheepshead,014,HOOK & LINE,,2,15-Sep-02,9,503,258,5,2083,5.71,otolith,1997
20121172,A263,1,Sheepshead,014,HOOK & LINE,1683,1,15-Sep-12,9,437,259,5,2084,5.71,otolith,2007
20061326,A263,1,Sheepshead,065,SPEAR GUN,,2,16-Sep-06,9,440,259,5,2084,5.71,otolith,2001
20121172,A263,2,Sheepshead,014,HOOK & LINE,1979,2,15-Sep-12,9,457,259,5,2084,5.71,otolith,2007
20121172,A263,15,Sheepshead,014,HOOK & LINE,1718,2,15-Sep-12,9,465,259,5,2084,5.71,otolith,2007
20121172,A263,8,Sheepshead,014,HOOK & LINE,2268,1,15-Sep-12,9,477,259,5,2084,5.71,otolith,2007
20121172,A263,3,Sheepshead,014,HOOK & LINE,2350,1,15-Sep-12,9,496,259,5,2084,5.71,otolith,2007
20111189,A263,1,Sheepshead,014,HOOK & LINE,1615,1,21-Sep-11,9,432,264,5,2089,5.72,otolith,2006
20041594,A263,4,Sheepshead,014,HOOK & LINE,,2,23-Sep-04,9,332,267,5,2092,5.73,otolith,1999
20041594,A263,1,Sheepshead,014,HOOK & LINE,,1,23-Sep-04,9,398,267,5,2092,5.73,otolith,1999
20041594,A263,2,Sheepshead,014,HOOK & LINE,,1,23-Sep-04,9,403,267,5,2092,5.73,otolith,1999
20041594,A263,5,Sheepshead,014,HOOK & LINE,,2,23-Sep-04,9,472,267,5,2092,5.73,otolith,1999
19980842,A263,18,Sheepshead,014,HOOK & LINE,1922,1,26-Sep-98,9,460,269,5,2094,5.74,otolith,1993
20031372,A263,1,Sheepshead,014,HOOK & LINE,,1,28-Sep-03,9,405,271,5,2096,5.74,otolith,1998
20001092,A263,3,Sheepshead,014,HOOK & LINE,,1,28-Sep-00,9,406,272,5,2097,5.75,otolith,1995
20001092,A263,5,Sheepshead,014,HOOK & LINE,,2,28-Sep-00,9,467,272,5,2097,5.75,otolith,1995
20121279,A263,3,Sheepshead,014,HOOK & LINE,1435,2,29-Sep-12,9,396,273,5,2098,5.75,otolith,2007
19980891,A263,36,Sheepshead,014,HOOK & LINE,,1,6-Oct-98,10,470,279,5,2104,5.76,otolith,1993
20121365,A263,3,Sheepshead,014,HOOK & LINE,,2,6-Oct-12,10,438,280,5,2105,5.77,otolith,2007
20121365,A263,6,Sheepshead,014,HOOK & LINE,,1,6-Oct-12,10,481,280,5,2105,5.77,otolith,2007
20041324,A263,2,Sheepshead,014,HOOK & LINE,,2,9-Oct-04,10,448,283,5,2108,5.78,otolith,1999
19980944,A263,1,Sheepshead,014,HOOK & LINE,,2,10-Oct-98,10,456,283,5,2108,5.78,otolith,1993
20111714,A263,17,Sheepshead,014,HOOK & LINE,,1,16-Oct-11,10,382,289,5,2114,5.79,otolith,2006
20111714,A263,6,Sheepshead,014,HOOK & LINE,,1,16-Oct-11,10,420,289,5,2114,5.79,otolith,2006
20011334,A263,1,Sheepshead,014,HOOK & LINE,,2,16-Oct-01,10,424,289,5,2114,5.79,otolith,1996
20111714,A263,14,Sheepshead,014,HOOK & LINE,,1,16-Oct-11,10,437,289,5,2114,5.79,otolith,2006
20111714,A263,18,Sheepshead,014,HOOK & LINE,,2,16-Oct-11,10,455,289,5,2114,5.79,otolith,2006
20111714,A263,25,Sheepshead,014,HOOK & LINE,,1,16-Oct-11,10,460,289,5,2114,5.79,otolith,2006
20111714,A263,12,Sheepshead,014,HOOK & LINE,,2,16-Oct-11,10,463,289,5,2114,5.79,otolith,2006
19980924,A263,1,Sheepshead,014,HOOK & LINE,,2,18-Oct-98,10,490,291,5,2116,5.80,otolith,1993
19950889,A263,5,Sheepshead,014,HOOK & LINE,,2,19-Oct-95,10,442,292,5,2117,5.80,otolith,1990
20031368,A263,1,Sheepshead,014,HOOK & LINE,,2,19-Oct-03,10,532,292,5,2117,5.80,otolith,1998
20011336,A263,1,Sheepshead,014,HOOK & LINE,,1,20-Oct-01,10,460,293,5,2118,5.80,otolith,1996
20071612,A263,2,Sheepshead,014,HOOK & LINE,,1,20-Oct-07,10,514,293,5,2118,5.80,otolith,2002
20121734,A263,3,Sheepshead,014,HOOK & LINE,,1,20-Oct-12,10,458,294,5,2119,5.81,otolith,2007
19961135,A263,5,Sheepshead,014,HOOK & LINE,,1,21-Oct-96,10,386,295,5,2120,5.81,otolith,1991
20011175,A263,15,Sheepshead,014,HOOK & LINE,,1,23-Oct-01,10,469,296,5,2121,5.81,otolith,1996
20111359,A263,3,Sheepshead,014,HOOK & LINE,1950,2,24-Oct-11,10,471,297,5,2122,5.81,otolith,2006
20111359,A263,4,Sheepshead,014,HOOK & LINE,1858,1,24-Oct-11,10,475,297,5,2122,5.81,otolith,2006
20111359,A263,6,Sheepshead,014,HOOK & LINE,2230,1,24-Oct-11,10,483,297,5,2122,5.81,otolith,2006
20041346,A263,1,Sheepshead,014,HOOK & LINE,,9,24-Oct-04,10,474,298,5,2123,5.82,otolith,1999
20041346,A263,3,Sheepshead,014,HOOK & LINE,,2,24-Oct-04,10,491,298,5,2123,5.82,otolith,1999
20041346,A263,6,Sheepshead,014,HOOK & LINE,,9,24-Oct-04,10,517,298,5,2123,5.82,otolith,1999
19950892,A263,1,Sheepshead,014,HOOK & LINE,1741,2,29-Oct-95,10,440,302,5,2127,5.83,otolith,1990
20111400,A263,4,Sheepshead,014,HOOK & LINE,,2,30-Oct-11,10,484,303,5,2128,5.83,otolith,2006
20111400,A263,2,Sheepshead,014,HOOK & LINE,,2,30-Oct-11,10,507,303,5,2128,5.83,otolith,2006
20011319,A263,6,Sheepshead,014,HOOK & LINE,,1,1-Nov-01,11,492,305,5,2130,5.84,otolith,1996
19961128,A263,6,Sheepshead,014,HOOK & LINE,,2,1-Nov-96,11,360,306,5,2131,5.84,otolith,1991
20101759,A263,4,Sheepshead,014,HOOK & LINE,,2,5-Nov-10,11,395,309,5,2134,5.85,otolith,2005
20101759,A263,14,Sheepshead,014,HOOK & LINE,,1,5-Nov-10,11,406,309,5,2134,5.85,otolith,2005
20091372,A263,5,Sheepshead,014,HOOK & LINE,2197,2,5-Nov-09,11,483,309,5,2134,5.85,otolith,2004
20091372,A263,4,Sheepshead,014,HOOK & LINE,2341,1,5-Nov-09,11,503,309,5,2134,5.85,otolith,2004
20101759,A263,6,Sheepshead,014,HOOK & LINE,,2,5-Nov-10,11,506,309,5,2134,5.85,otolith,2005
19981020,A263,5,Sheepshead,014,HOOK & LINE,,2,7-Nov-98,11,448,311,5,2136,5.85,otolith,1993
19981020,A263,1,Sheepshead,014,HOOK & LINE,,2,7-Nov-98,11,450,311,5,2136,5.85,otolith,1993
19981020,A263,8,Sheepshead,014,HOOK & LINE,,2,7-Nov-98,11,475,311,5,2136,5.85,otolith,1993
19981020,A263,3,Sheepshead,014,HOOK & LINE,,2,7-Nov-98,11,482,311,5,2136,5.85,otolith,1993
20041354,A263,2,Sheepshead,014,HOOK & LINE,,1,7-Nov-04,11,470,312,5,2137,5.85,otolith,1999
19961133,A263,2,Sheepshead,014,HOOK & LINE,,2,9-Nov-96,11,429,314,5,2139,5.86,otolith,1991
20121512,A263,1,Sheepshead,014,HOOK & LINE,,2,12-Nov-12,11,470,317,5,2142,5.87,otolith,2007
20111493,A263,1,Sheepshead,014,HOOK & LINE,2825,1,13-Nov-11,11,532,317,5,2142,5.87,otolith,2006
20091586,A263,3,Sheepshead,014,HOOK & LINE,,2,15-Nov-09,11,490,319,5,2144,5.87,otolith,2004
19951011,A263,1,Sheepshead,014,HOOK & LINE,,1,18-Nov-95,11,495,322,5,2147,5.88,otolith,1990
19991327,A263,5,Sheepshead,014,HOOK & LINE,,1,19-Nov-99,11,468,323,5,2148,5.88,otolith,1994
20001412,A263,5,Sheepshead,014,HOOK & LINE,,2,18-Nov-00,11,468,323,5,2148,5.88,otolith,1995
19991328,A263,1,Sheepshead,014,HOOK & LINE,,1,20-Nov-99,11,355,324,5,2149,5.89,otolith,1994
20101517,A263,3,Sheepshead,014,HOOK & LINE,1459,2,20-Nov-10,11,435,324,5,2149,5.89,otolith,2005
20111517,A263,8,Sheepshead,014,HOOK & LINE,1800,2,20-Nov-11,11,462,324,5,2149,5.89,otolith,2006
20101517,A263,8,Sheepshead,014,HOOK & LINE,2185,2,20-Nov-10,11,464,324,5,2149,5.89,otolith,2005
19981189,A263,8,Sheepshead,014,HOOK & LINE,,2,21-Nov-98,11,448,325,5,2150,5.89,otolith,1993
19981189,A263,12,Sheepshead,014,HOOK & LINE,,2,21-Nov-98,11,462,325,5,2150,5.89,otolith,1993
19951019,A263,7,Sheepshead,014,HOOK & LINE,,2,26-Nov-95,11,427,330,5,2155,5.90,otolith,1990
20011464,A263,6,Sheepshead,014,HOOK & LINE,,2,26-Nov-01,11,477,330,5,2155,5.90,otolith,1996
19951019,A263,5,Sheepshead,014,HOOK & LINE,,1,26-Nov-95,11,485,330,5,2155,5.90,otolith,1990
20011464,A263,5,Sheepshead,014,HOOK & LINE,,2,26-Nov-01,11,486,330,5,2155,5.90,otolith,1996
19951019,A263,11,Sheepshead,014,HOOK & LINE,,1,26-Nov-95,11,488,330,5,2155,5.90,otolith,1990
19981190,A263,1,Sheepshead,014,HOOK & LINE,,1,29-Nov-98,11,399,333,5,2158,5.91,otolith,1993
19961311,A263,1,Sheepshead,014,HOOK & LINE,,1,30-Nov-96,11,484,335,5,2160,5.92,otolith,1991
19951035,A263,9,Sheepshead,014,HOOK & LINE,,2,2-Dec-95,12,415,336,5,2161,5.92,otolith,1990
19951040,A263,6,Sheepshead,014,HOOK & LINE,,1,2-Dec-95,12,430,336,5,2161,5.92,otolith,1990
19951036,A263,5,Sheepshead,014,HOOK & LINE,,1,2-Dec-95,12,450,336,5,2161,5.92,otolith,1990
19951040,A263,7,Sheepshead,014,HOOK & LINE,,2,2-Dec-95,12,468,336,5,2161,5.92,otolith,1990
19951035,A263,11,Sheepshead,014,HOOK & LINE,,2,2-Dec-95,12,470,336,5,2161,5.92,otolith,1990
19951035,A263,15,Sheepshead,014,HOOK & LINE,,1,2-Dec-95,12,485,336,5,2161,5.92,otolith,1990
19951050,A263,1,Sheepshead,014,HOOK & LINE,,1,3-Dec-95,12,484,337,5,2162,5.92,otolith,1990
20031696,A263,12,Sheepshead,014,HOOK & LINE,,2,7-Dec-03,12,455,341,5,2166,5.93,otolith,1998
20011506,A263,1,Sheepshead,014,HOOK & LINE,,1,8-Dec-01,12,370,342,5,2167,5.94,otolith,1996
20121733,A263,6,Sheepshead,014,HOOK & LINE,,2,7-Dec-12,12,427,342,5,2167,5.94,otolith,2007
20121733,A263,28,Sheepshead,014,HOOK & LINE,,2,7-Dec-12,12,470,342,5,2167,5.94,otolith,2007
20121733,A263,27,Sheepshead,014,HOOK & LINE,,1,7-Dec-12,12,491,342,5,2167,5.94,otolith,2007
19951105,A263,3,Sheepshead,014,HOOK & LINE,,2,14-Dec-95,12,415,348,5,2173,5.95,otolith,1990
19961308,A263,3,Sheepshead,014,HOOK & LINE,,2,13-Dec-96,12,445,348,5,2173,5.95,otolith,1991
19961312,A263,5,Sheepshead,014,HOOK & LINE,,1,13-Dec-96,12,447,348,5,2173,5.95,otolith,1991
19971231,A263,2,Sheepshead,014,HOOK & LINE,,1,20-Dec-97,12,454,354,5,2179,5.97,otolith,1992
20021791,A263,1,Sheepshead,014,HOOK & LINE,,2,21-Dec-02,12,387,355,5,2180,5.97,otolith,1997
20021791,A263,5,Sheepshead,014,HOOK & LINE,,1,21-Dec-02,12,475,355,5,2180,5.97,otolith,1997
20021791,A263,2,Sheepshead,014,HOOK & LINE,,1,21-Dec-02,12,482,355,5,2180,5.97,otolith,1997
20011514,A263,1,Sheepshead,014,HOOK & LINE,,2,23-Dec-01,12,433,357,5,2182,5.98,otolith,1996
20091588,A263,2,Sheepshead,014,HOOK & LINE,,2,27-Dec-09,12,462,361,5,2186,5.99,otolith,2004
20111708,A263,2,Sheepshead,014,HOOK & LINE,,1,30-Dec-11,12,474,364,5,2189,6.00,otolith,2006
20111708,A263,4,Sheepshead,014,HOOK & LINE,,1,30-Dec-11,12,494,364,5,2189,6.00,otolith,2006
19951120,A263,8,Sheepshead,014,HOOK & LINE,,2,31-Dec-95,12,508,365,5,2190,6.00,otolith,1990
19951120,A263,1,Sheepshead,014,HOOK & LINE,,2,31-Dec-95,12,520,365,5,2190,6.00,otolith,1990
,,,,,,,,,,,,,,,,
20050091,A263,2,Sheepshead,014,HOOK & LINE,,1,5-Jan-05,1,493,5,6,2195,6.01,otolith,1999
19960034,A263,10,Sheepshead,014,HOOK & LINE,,2,6-Jan-96,1,452,6,6,2196,6.02,otolith,1990
19960034,A263,9,Sheepshead,014,HOOK & LINE,,1,6-Jan-96,1,455,6,6,2196,6.02,otolith,1990
19960033,A263,1,Sheepshead,014,HOOK & LINE,,2,8-Jan-96,1,405,8,6,2198,6.02,otolith,1990
19970142,A263,1,Sheepshead,014,HOOK & LINE,,2,20-Jan-97,1,459,20,6,2210,6.05,otolith,1991
19960097,A263,5,Sheepshead,014,HOOK & LINE,,1,21-Jan-96,1,434,21,6,2211,6.06,otolith,1990
19960097,A263,4,Sheepshead,014,HOOK & LINE,,1,21-Jan-96,1,467,21,6,2211,6.06,otolith,1990
20100231,A263,1,Sheepshead,065,SPEAR GUN,2540,1,19-Feb-10,2,536,50,6,2240,6.14,otolith,2004
20100471,A263,3,Sheepshead,014,HOOK & LINE,,1,21-Feb-10,2,421,52,6,2242,6.14,otolith,2004
19960193,A263,1,Sheepshead,014,HOOK & LINE,,1,24-Feb-96,2,432,55,6,2245,6.15,otolith,1990
20110565,A263,8,Sheepshead,014,HOOK & LINE,,2,27-Feb-11,2,409,58,6,2248,6.16,otolith,2005
20080318,A263,5,Sheepshead,065,SPEAR GUN,1810,1,12-Mar-08,3,450,72,6,2262,6.20,otolith,2002
20120360,A263,2,Sheepshead,014,HOOK & LINE,2050,2,17-Mar-12,3,447,77,6,2267,6.21,otolith,2006
20010432,A263,3,Sheepshead,014,HOOK & LINE,,2,24-Mar-01,3,463,83,6,2273,6.23,otolith,1995
20010432,A263,1,Sheepshead,014,HOOK & LINE,,2,24-Mar-01,3,479,83,6,2273,6.23,otolith,1995
20000270,A263,2,Sheepshead,014,HOOK & LINE,,2,25-Mar-00,3,362,85,6,2275,6.23,otolith,1994
19980261,A263,11,Sheepshead,014,HOOK & LINE,,2,28-Mar-98,3,352,87,6,2277,6.24,otolith,1992
19980261,A263,14,Sheepshead,014,HOOK & LINE,,1,28-Mar-98,3,353,87,6,2277,6.24,otolith,1992
19970359,A263,4,Sheepshead,014,HOOK & LINE,,2,28-Mar-97,3,415,87,6,2277,6.24,otolith,1991
19980261,A263,4,Sheepshead,014,HOOK & LINE,,1,28-Mar-98,3,415,87,6,2277,6.24,otolith,1992
19970359,A263,2,Sheepshead,014,HOOK & LINE,,2,28-Mar-97,3,457,87,6,2277,6.24,otolith,1991
19970359,A263,14,Sheepshead,014,HOOK & LINE,,1,28-Mar-97,3,465,87,6,2277,6.24,otolith,1991
19980261,A263,5,Sheepshead,014,HOOK & LINE,,2,28-Mar-98,3,474,87,6,2277,6.24,otolith,1992
19980261,A263,13,Sheepshead,014,HOOK & LINE,,2,28-Mar-98,3,490,87,6,2277,6.24,otolith,1992
19980261,A263,3,Sheepshead,014,HOOK & LINE,,1,28-Mar-98,3,501,87,6,2277,6.24,otolith,1992
19970359,A263,11,Sheepshead,014,HOOK & LINE,,2,28-Mar-97,3,533,87,6,2277,6.24,otolith,1991
