YEAR,AGID,SPNAME,Fish ID,Web ID,Old ID,County,Sectemp,Gear,Batch,Fish #,Type,Condition,MONTH,Day,Sacrifice Date,WEIGHT,GRAM,Wt from Angler?,SL (mm),SL (in),FORK,FL (in),TOTAL,TOTAL2,SIZE,Sample Wt,Fisherman,MorF,SEX,JVSEX,Assumed Sex,Stage,Water,AREA,Structures Collected,Gonads Harvested,Gonad Wt,Muscle Sample,Stomach collected,Scott Oto,Hank Oto,Joey 1st Oto,Joey 2nd Oto,Billy Oto,Joey MI,MI,Prev Inc,Final MI Age,Joey 1,Joey 2,Billy,OTOAGE,New Age,STATE,AGE,Hank Scale,Joey Scale,Billy Scale,Scale Age,Joey Spine,Hank Spine,Billy Spine,Spine Age,Site,Notes,Comments
2007,3,Sheepshead,AP7-003,D001,D001,,,,,,R,1,6,10,6/10/2007,6.528,2961.051,FALSE,382,15.039,466,18.346,508,20,20,,Mark Laboccetta,M,1,1,1,2,,,3,FALSE,,TRUE,TRUE,,,5+6,5+6,5+6,5+6,71.4,77.95,6,6,6,6,6,6.02739726,VA,6,,,,,,,,,4th Island,"2 hours before high tide, water temp: 69-70, depth: 25' - on the bottom",
2007,37,Sheepshead,AP7-037,D007,D007,,,,,,R,2,8,28,8/26/2007,,,FALSE,395,15.551,487,19.173,527,20.748,20,,Roy Pemberton,M,1,1,1,2,,,2,FALSE,,FALSE,TRUE,,,6+6,5+6,6,6+6,14.62,81.15,6,6,6,6,6,6.243835616,VA,6,,,,,,,,,,Speared,
2007,172,Sheepshead,AP7-172,NC34,NC34,13,,50,,,C,1,12,5,12/5/2007,6.678,3029.09,FALSE,417,16.417,480,18.898,527,20.748,20,,,M,1,1,1,2,625,OCEAN,1,FALSE,,TRUE,TRUE,,,7+7,6+6,6,7+7,7.26,40.68,7,7,6,6,6,6.515068493,VA,6,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,49,Sheepshead,AP7-049,6046,6046,,,,,,R,1,9,9,9/9/2007,8.366,3794.754,FALSE,391,15.394,477,18.78,528,20.787,20,,Mark Labocetta,M,1,1,1,1,,,3,FALSE,,TRUE,TRUE,,,6+6,6+6,6,6+6,15.25,43.57,6,6,6,6,6,6.276712329,VA,6,,,,,,,,,,Speared,
2007,51,Sheepshead,AP7-051,6010,6010,,,,,,R,1,9,9,9/9/2007,7.402,3357.491,FALSE,410,16.142,493,19.409,531,20.906,20,,Mark Labocetta,M,1,1,1,1,,,3,FALSE,,TRUE,TRUE,,,7+7,6+6,6,7+7,24.09,39.42,7,7,6,6,6,6.276712329,VA,6,,,,,,,,,,Speared,
2007,171,Sheepshead,AP7-171,NC33,NC33,13,,50,,,C,1,12,5,12/5/2007,8.192,3715.829,FALSE,400,15.748,489,19.252,542,21.339,21,,,M,1,1,1,1,625,OCEAN,1,FALSE,,TRUE,TRUE,,,6+6,6+6,7,6+6,20.45,27.12,6,6,6,7,6,6.515068493,VA,6,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,33,Sheepshead,AP7-033,R005,R005,,,20,6800,3,R,,7,30,7/30/2007,8.13,3687.706,FALSE,,,510,20.079,560,22.047,22,,,M,1,1,1,3,307,BAY,1,FALSE,,FALSE,FALSE,,,6+6,6+6,6,6+6,7.99,51.57,6,6,6,6,6,6.164383562,VA,6,,,,,,,,,,,
2007,174,Sheepshead,AP7-174,NC36,NC36,13,,50,,,C,1,12,5,12/5/2007,8.152,3697.685,FALSE,432,17.008,509,20.039,570,22.441,22,,,M,1,1,1,2,625,OCEAN,1,FALSE,,TRUE,TRUE,,,6+6,6+6,6,6+6,25.62,53.2,6,6,6,6,6,6.515068493,VA,6,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,170,Sheepshead,AP7-170,NC32,NC32,13,,50,,,C,1,12,5,12/5/2007,5.454,2473.893,FALSE,382,15.039,453,17.835,494,19.449,19,,,F,2,2,2,3,625,OCEAN,1,TRUE,27.9,TRUE,TRUE,,,6+6,6+6,6,6+6,41.57,63.33,6,6,6,6,6,6.515068493,VA,6,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,138,Sheepshead,AP7-138,C042,C042,51,,20,221,7,R,2,10,18,10/9/2007,8.3125,3770.487,TRUE,397,15.63,472,18.583,508,20,20,,Christian Cool,F,2,2,2,3,307,BAY,3,FALSE,,FALSE,FALSE,,7+7,6+6,6+6,7,6+6,32.85,77.38,6,6,6,7,6,6.383561644,VA,6,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,15,Sheepshead,AP7-015,1048,1048,,,,,,R,2,7,6,7/6/2007,,,FALSE,406,15.984,493,19.409,528,20.787,20,,,F,2,2,2,1,,,3,TRUE,17.9,TRUE,TRUE,,,6+6,6+6,6,6+6,11.64,47.3,6,6,6,6,6,6.098630137,VA,6,,,,,,,,,,,
2007,166,Sheepshead,AP7-166,NC28,NC28,13,,50,,,C,1,12,5,12/5/2007,7.577,3436.869,FALSE,409,16.102,490,19.291,532,20.945,20,,,F,2,2,2,3,625,OCEAN,1,TRUE,29,TRUE,TRUE,,,5+5,7,6,5+5,44.67,105.45,5,5,7,6,6,6.515068493,VA,6,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,158,Sheepshead,AP7-158,NC20,NC20,13,,50,,,C,1,12,5,12/5/2007,7.876,3572.494,FALSE,407,16.024,493,19.409,536,21.102,21,,,F,2,2,2,3,625,OCEAN,1,TRUE,32.4,TRUE,TRUE,,,6+6,6+6,6,6+6,13.89,38.75,6,6,6,6,6,6.515068493,VA,6,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,162,Sheepshead,AP7-162,NC24,NC24,13,,50,,,C,1,12,5,12/5/2007,6.646,3014.575,FALSE,407,16.024,491,19.331,536,21.102,21,,,F,2,2,2,3,625,OCEAN,1,TRUE,30.4,TRUE,TRUE,,,6+6,6+6,6,6+6,59.98,70.22,6,6,6,6,6,6.515068493,VA,6,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,152,Sheepshead,AP7-152,NC14,NC14,13,,50,,,C,1,12,5,12/5/2007,6.941,3148.385,FALSE,420,16.535,502,19.764,552,21.732,21,,,F,2,2,2,3,625,OCEAN,1,TRUE,34.1,TRUE,TRUE,,,6+6,6+6,6,6+6,23.92,50.57,6,6,6,6,6,6.515068493,VA,6,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,161,Sheepshead,AP7-161,NC23,NC23,13,,50,,,C,1,12,5,12/5/2007,6.8,3084.428,FALSE,410,16.142,465,18.307,516,20.315,20,,,F,2,2,2,2,625,OCEAN,1,TRUE,10,TRUE,TRUE,,,7+7,6+6,7,7+7,34.4,57.81,7,7,6,7,7,7.515068493,VA,7,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,148,Sheepshead,AP7-148,NC10,NC10,13,,50,,,C,1,12,5,12/5/2007,7.893,3580.205,FALSE,458,18.031,512,20.157,555,21.85,21,,,F,2,2,2,3,625,OCEAN,1,TRUE,41.5,TRUE,TRUE,,,8+8,8+8,8,8+8,35.52,43.49,8,8,8,8,8,8.515068493,VA,8,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,30,Sheepshead,AP7-030,R002,R002,,,20,4525,1,R,,7,11,7/11/2007,,,FALSE,412.5,16.24,475,18.701,525,20.669,20,,,M,1,1,1,2,306,BAY,1,FALSE,,FALSE,FALSE,,,9+9,9+9,10,9+9,13.82,67.63,9,9,9,10,9,9.112328767,VA,9,,,,,,,,,,,
2007,173,Sheepshead,AP7-173,NC35,NC35,13,,50,,,C,1,12,5,12/5/2007,6.983,3167.436,FALSE,437,17.205,490,19.291,532,20.945,20,,,M,1,1,1,2,625,OCEAN,1,FALSE,,TRUE,TRUE,,,9+9,9+9,9,9+9,24.02,37.13,9,9,9,9,9,9.515068493,VA,9,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,150,Sheepshead,AP7-150,NC12,NC12,13,,50,,,C,1,12,5,12/5/2007,9.319,4227.027,FALSE,448,17.638,512,20.157,560,22.047,22,,,F,2,2,2,3,625,OCEAN,1,TRUE,37.5,TRUE,TRUE,,,9+9,9+9,10,9+9,31.38,52.59,9,9,9,10,9,9.515068493,VA,9,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,153,Sheepshead,AP7-153,NC15,NC15,13,,50,,,C,1,12,5,12/5/2007,10.004,4537.738,FALSE,482,18.976,537,21.142,588,23.15,23,,,F,2,2,2,3,625,OCEAN,1,TRUE,70.3,TRUE,TRUE,,,9+9,9+9,9,9+9,31.14,40.56,9,9,9,9,9,9.515068493,VA,9,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,149,Sheepshead,AP7-149,NC11,NC11,13,,50,,,C,1,12,5,12/5/2007,11.323,5136.026,FALSE,460,18.11,550,21.654,604,23.78,23,,,F,2,2,2,3,625,OCEAN,1,TRUE,64.4,TRUE,TRUE,,,9+9,9+9,9,9+9,23.6,56.23,9,9,9,9,9,9.515068493,VA,9,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,55,Sheepshead,AP7-055,R006,R006,,,20,4644,1,R,,8,3,8/3/2007,5,2267.962,TRUE,,,427.5,16.831,470,18.504,18,,,M,1,1,1,3,307,BAY,1,FALSE,,FALSE,FALSE,,,10+10,10+10,10,10+10,13.81,38.53,10,10,10,10,10,10.17534247,VA,10,,,,,,,,,,,
2007,163,Sheepshead,AP7-163,NC25,NC25,13,,50,,,C,1,12,5,12/5/2007,7.961,3611.049,FALSE,446,17.559,507,19.961,553,21.772,21,,,M,1,1,1,2,625,OCEAN,1,FALSE,,TRUE,TRUE,,,10+10,10+10,10,10+10,27.6,31.88,10,10,10,10,10,10.51506849,VA,10,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,31,Sheepshead,AP7-031,R003,R003,,,20,4525,2,R,,7,11,7/11/2007,,,FALSE,457.5,18.012,512.5,20.177,562.5,22.146,22,,,M,1,1,1,2,306,BAY,1,FALSE,,FALSE,FALSE,,,10+11,9+10,10,10+11,21.7,25.41,11,11,10,10,10,10.11232877,VA,10,,,,,,,,,,,
2007,146,Sheepshead,AP7-146,NC8,NC8,13,,50,,,C,1,12,5,12/5/2007,10.15,4603.963,FALSE,438,17.244,531,20.906,580,22.835,22,,,M,1,1,1,2,625,OCEAN,1,FALSE,,TRUE,TRUE,,,10+10,10+10,11,10+10,31.25,45.95,10,10,10,11,10,10.51506849,VA,10,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,145,Sheepshead,AP7-145,NC7,NC7,13,,50,,,C,1,12,5,12/5/2007,10.328,4684.702,FALSE,474,18.661,540,21.26,592,23.307,23,,,M,1,1,1,2,625,OCEAN,1,FALSE,,TRUE,TRUE,,,10+10,10+10,10,10+10,33.04,34.88,10,10,10,10,10,10.51506849,VA,10,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,147,Sheepshead,AP7-147,NC9,NC9,13,,50,,,C,1,12,5,12/5/2007,9.347,4239.728,FALSE,479,18.858,542,21.339,593,23.346,23,,,M,1,1,1,2,625,OCEAN,1,FALSE,,TRUE,TRUE,,,9+9,10+10,10,9+9,41.44,37.15,9,9,10,10,10,10.51506849,VA,10,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,164,Sheepshead,AP7-164,NC26,NC26,13,,50,,,C,1,12,5,12/5/2007,6.303,2858.993,FALSE,383,15.079,464,18.268,518,20.394,20,,,F,2,2,2,2,625,OCEAN,1,TRUE,27.9,TRUE,TRUE,,,10+10,9+9,10,10+10,40.03,44.39,10,10,9,10,10,10.51506849,VA,10,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,7,Sheepshead,AP7-007,D005,D005,,,,,,R,1,6,10,6/10/2007,6.195,2810.005,FALSE,411,16.181,486,19.134,532,20.945,20,,Mark Labocetta,F,2,2,2,3,,,3,FALSE,,TRUE,FALSE,,,10+10,10,9+10,10+10,12.36,39.25,10,10,10,10,10,10.02739726,VA,10,,,,,,,,,4th Island,"2 hours before high tide, water temp: 69-70, depth: 25' - on the bottom",no stomach or gonad collected
2007,137,Sheepshead,AP7-137,C041,C041,51,,20,221,6,R,2,10,18,10/9/2007,9.875,4479.225,TRUE,421,16.575,519,20.433,557,21.929,21,,Christian Cool,F,2,2,2,1,307,BAY,3,FALSE,,TRUE,FALSE,,9+9,10+10,11+11,9,10+10,36.45,74.35,10,10,11,9,10,10.38356164,VA,10,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,2,Sheepshead,AP7-002,C001,C001,19,,70,148,1,C,1,5,29,5/29/2007,7.433,3371.552,FALSE,456,17.853,519,20.433,561,22.087,22,,,F,2,2,2,3,371,BAY,3,TRUE,52.4,TRUE,TRUE,,,10,10,9+10,10,3.65,54.76,10,10,10,10,10,9.994520548,VA,10,,,,,,,,,,,
2007,151,Sheepshead,AP7-151,NC13,NC13,13,,50,,,C,1,12,5,12/5/2007,8.79,3987.077,FALSE,422,16.614,510,20.079,561,22.087,22,,,F,2,2,2,3,625,OCEAN,1,TRUE,37.6,TRUE,TRUE,,,10+10,10+10,10,10+10,39.26,55.25,10,10,10,10,10,10.51506849,VA,10,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,168,Sheepshead,AP7-168,NC30,NC30,13,,50,,,C,1,12,5,12/5/2007,8.995,4080.063,FALSE,459,18.071,516,20.315,568,22.362,22,,,F,2,2,2,3,625,OCEAN,1,TRUE,51.1,TRUE,TRUE,,,10+10,10+10,11,10+10,30.48,33.39,10,10,10,11,10,10.51506849,VA,10,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,41,Sheepshead,AP7-041,D011,D011,,,,,,R,2,9,5,9/5/2007,,,FALSE,450,17.717,534,21.024,575,22.638,22,,Charlie Maresh,F,2,2,2,3,,,3,TRUE,30.3,TRUE,TRUE,,,10+10,10+10,10,10+10,18.26,48.21,10,10,10,10,10,10.26575342,VA,10,,,,,,,,,,,
2007,50,Sheepshead,AP7-050,6048,6048,,,,,,R,1,9,9,9/9/2007,9.93,4504.172,FALSE,447,17.598,537,21.142,576,22.677,22,,Mark Labocetta,F,2,2,2,3,,,3,TRUE,31.7,TRUE,TRUE,,,9+9,10+10,10,9+9,29.8,48.7,9,9,10,10,10,10.27671233,VA,10,,,,,,,,,,Speared,
2007,135,Sheepshead,AP7-135,C039,C039,51,,20,221,4,R,2,10,18,10/9/2007,10.1875,4620.972,TRUE,457,17.992,555,21.85,601,23.661,23,,Christian Cool,F,2,2,2,3,307,BAY,3,FALSE,,TRUE,FALSE,,10+10,10+10,9+9,10,10+10,29.09,43.64,10,10,9,10,10,10.38356164,VA,10,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,140,Sheepshead,AP7-140,NC2,NC2,13,,50,,,C,1,12,5,12/5/2007,11.479,5206.787,FALSE,492,19.37,579,22.795,626,,0,,,F,2,2,2,2,625,OCEAN,1,TRUE,49.199,TRUE,TRUE,,,10+10,10+10,10,10+10,38.71,60.47,10,10,10,10,10,10.51506849,VA,10,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,32,Sheepshead,AP7-032,R004,R004,,,20,6800,1,R,,7,30,7/30/2007,9.6,4354.487,FALSE,498,19.6063,590,23.228,661.2,26.031,26,,,F,2,2,2,3,307,BAY,1,FALSE,,FALSE,FALSE,,,9+9,10+10,10,9+9,11.67,53.96,9,9,10,10,10,10.16438356,VA,10,,,,,,,,,,,
2007,57,Sheepshead,AP7-057,R008,R008,,,20,4645,2,R,,8,3,8/3/2007,9,4082.331,TRUE,,,,,565,22.244,22,,,U,3,3,,,307,BAY,1,FALSE,,FALSE,FALSE,,,10+10,10,10,10+10,17.38,34.04,10,10,10,10,10,10.17534247,VA,10,,,,,,,,,,,
2007,56,Sheepshead,AP7-056,R007,R007,,,,4644,1,R,,8,3,8/3/2007,7,3175.147,TRUE,,,515,20.276,570,22.441,22,,,U,3,3,,,,,1,FALSE,,FALSE,FALSE,,,10+10,10,10,10+10,7.25,32.63,10,10,10,10,10,10.17534247,VA,10,,,,,,,,,,,
2007,14,Sheepshead,AP7-014,2044,2044,,,,,,R,2,7,5,7/5/2007,11.4,5170.953,TRUE,472,18.583,561,22.087,614,24.173,24,,,M,1,1,1,2,,,3,FALSE,,TRUE,FALSE,,,11,11,11,11,0,41.6,11,11,11,11,11,11.09589041,VA,11,,,,,,,,,1st Island,,
2007,8,Sheepshead,AP7-008,D006,D006,,,,,,R,1,6,10,6/10/2007,8.163,3702.675,FALSE,439,17.283,532,20.945,580,22.835,22,,Mark Labocetta,F,2,2,2,4,,,3,TRUE,123.4,TRUE,TRUE,,,11,10+11,9+10,11,0,30.63,11,11,11,10,11,11.02739726,VA,11,,,,,,,,,4th Island,"2 hours before high tide, water temp: 69-70, depth: 25' - on the bottom",
2007,178,Sheepshead,AP7-178,NC40,NC40,13,,50,,,C,1,12,5,12/5/2007,12.644,5735.222,FALSE,452,17.795,546,21.496,600,23.622,23,,,F,2,2,2,3,625,OCEAN,1,TRUE,61.5,TRUE,TRUE,,,11+11,11+11,11,,,,,11,11,11,11,11.51506849,VA,11,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,176,Sheepshead,AP7-176,NC38,NC38,13,,50,,,C,1,12,5,12/5/2007,12.299,5578.733,FALSE,469,18.465,558,21.969,601,23.661,23,,,F,2,2,2,3,625,OCEAN,1,TRUE,58.7,TRUE,TRUE,,,11+11,11+11,11,11+11,56.91,53.24,11,11,11,11,11,11.51506849,VA,11,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,142,Sheepshead,AP7-142,NC4,NC4,13,,50,,,C,1,12,5,12/5/2007,10.795,4896.53,FALSE,513,20.197,564,22.205,623,24.528,24,,,F,2,2,2,3,625,OCEAN,1,TRUE,58.752,TRUE,TRUE,,,11+11,11+11,11,11+11,25.49,33.82,11,11,11,11,11,11.51506849,VA,11,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,143,Sheepshead,AP7-143,NC5,NC5,13,,50,,,C,1,12,5,12/5/2007,12.502,5670.812,FALSE,498,19.606,588,23.15,641,,0,,,F,2,2,2,3,625,OCEAN,1,TRUE,95.3,TRUE,TRUE,,,11+11,11+11,11,11+11,34.02,33.59,11,11,11,11,11,11.51506849,VA,11,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,6,Sheepshead,AP7-006,D004,D004,,,,,,R,1,6,10,6/10/2007,8.883,4029.261,FALSE,450,17.717,537,21.142,593,23.346,23,,Mark Labocetta,F,2,2,2,3,,,3,TRUE,48.1,TRUE,TRUE,,,10+11,11+12,11+12,10+11,24.02,32.02,11,11,12,12,12,12.02739726,VA,12,,,,,,,,,4th Island,"2 hours before high tide, water temp: 69-70, depth: 25' - on the bottom",
2007,165,Sheepshead,AP7-165,NC27,NC27,13,,50,,,C,1,12,5,12/5/2007,6.385,2896.187,FALSE,415,16.339,461,18.15,514,20.236,20,,,M,1,1,1,2,625,OCEAN,1,FALSE,,TRUE,TRUE,,,13+13,13+13,13,13+13,35.1,40.22,13,13,13,13,13,13.51506849,VA,13,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,59,Sheepshead,AP7-059,R010,R010,,,20,4648,1,R,,8,7,8/7/2007,11.5,5216.312,TRUE,,,550,21.654,610,24.016,24,,,F,2,2,2,3,307,BAY,1,FALSE,,FALSE,FALSE,,,14+14,12+12,13,14+14,18.27,47.49,14,14,12,13,13,13.18630137,VA,13,,,,,,,,,,,
2007,154,Sheepshead,AP7-154,NC16,NC16,13,,50,,,C,1,12,5,12/5/2007,12.228,5546.528,FALSE,466,18.346,545,21.457,590,23.228,23,,,F,2,2,2,3,625,OCEAN,1,TRUE,101.2,TRUE,TRUE,,,15+15,15+15,15,15+15,22.61,43.24,15,15,15,15,15,15.51506849,VA,15,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,5,Sheepshead,AP7-005,D003,D003,,,,,,R,1,6,10,6/10/2007,9.079,4118.165,FALSE,452,17.795,542,21.339,593,23.346,23,,Mark Labocetta,F,2,2,2,3,,,3,TRUE,35,TRUE,TRUE,,,15+15,14+15,14,15+15,8.72,21.81,15,15,15,14,15,15.02739726,VA,15,,,,,,,,,4th Island,"2 hours before high tide, water temp: 69-70, depth: 25' - on the bottom",
2007,159,Sheepshead,AP7-159,NC21,NC21,13,,50,,,C,1,12,5,12/5/2007,12.104,5490.282,FALSE,507,19.961,568,22.362,628,24.724,24,,,F,2,2,2,3,625,OCEAN,1,TRUE,72.1,TRUE,TRUE,,,14+14,15+15,15,14+14,49.45,59.53,14,14,15,15,15,15.51506849,VA,15,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,36,Sheepshead,AP7-036,MS002,MS002,,,,,,R,2,8,26,,,,FALSE,479,18.858,586,23.071,633,24.921,24,,Tidalfisher named Al B,F,2,2,2,3,,,1,FALSE,,FALSE,FALSE,,,15+15,15+15,16,,4.37,24.02,,15,15,16,15,15.23835616,VA,15,,,,,,,,,,Only got lengths and otoliths,
2007,1,Sheepshead,AP7-001,W001,W001,,,,,,R,2,5,27,5/27/2007,,,FALSE,483,19.016,554,21.811,607,23.898,23,,,U,3,3,,,,,2,FALSE,,TRUE,FALSE,,,14+15,14+15,14+15,14+15,31.21,36.72,15,15,15,15,15,14.9890411,VA,15,,,,,,,,,,"No gonads, no stomach, no scales",
2007,29,Sheepshead,AP7-029,R001,R001,,,20,4624,1,R,,7,30,7/30/2007,11.12,5043.947,FALSE,,,570,22.441,632.5,24.902,24,,,M,1,1,1,3,307,BAY,1,FALSE,,FALSE,FALSE,,,16+16,16+16,16,16+16,6.57,24.09,16,16,16,16,16,16.16438356,VA,16,,,,,,,,,,,
2007,38,Sheepshead,AP7-038,D008,D008,,,,,,R,2,8,30,8/30/2007,,,FALSE,464,18.268,550,21.654,588,23.15,23,,Charlie Maresh,F,2,2,2,2,,,3,TRUE,30.5,TRUE,TRUE,,,16+16,16+16,18,16+16,5.51,23.89,16,16,16,18,16,16.24931507,VA,16,,,,,,,,,Yancy Wreck,,
2007,160,Sheepshead,AP7-160,NC22,NC22,13,,50,,,C,1,12,5,12/5/2007,10.777,4888.365,FALSE,466,18.346,557,21.929,608,23.937,23,,,F,2,2,2,3,625,OCEAN,1,TRUE,74.6,TRUE,TRUE,,,16+16,16+16,17,16+16,20.35,30.53,16,16,16,17,16,16.51506849,VA,16,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,16,Sheepshead,AP7-016,2048,2048,,,,,,R,2,7,29,7/29/2007,12.1,5488.468,TRUE,486,19.134,579,22.795,643,25.315,25,,Lee Williams,F,2,2,2,5,,,3,TRUE,30,TRUE,TRUE,,,16,15+16,16,16,0,29.84,16,16,16,16,16,16.16164384,VA,16,,,,,,,,,1st Island,,
2007,12,Sheepshead,AP7-012,4048,4048,,,,,,R,2,6,30,6/30/2007,,,FALSE,468,18.425,568,22.362,632,24.882,24,,,M,1,1,1,2,,,3,FALSE,,TRUE,FALSE,,,17,16+17,16,17,0,33.51,17,17,17,16,17,17.08219178,VA,17,,,,,,,,,,"No stomach collected, No weight taken",
2007,157,Sheepshead,AP7-157,NC19,NC19,13,,50,,,C,1,12,5,12/5/2007,13.648,6190.629,FALSE,521,20.512,589,23.189,646,25.433,25,,,F,2,2,2,5,625,OCEAN,1,TRUE,53.7,TRUE,TRUE,,,17+17,17+17,16,,,,,17,17,16,17,17.51506849,VA,17,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,62,Sheepshead,AP7-062,D012,D012,,,,,,R,2,9,23,9/23/2007,,,FALSE,470,18.504,588,23.15,614,24.173,24,,,M,1,1,1,1,,,3,FALSE,,FALSE,FALSE,,,18+18,18+18,19,18+18,11.63,23.26,18,18,18,19,18,18.31506849,VA,18,,,,,,,,,,,
2007,136,Sheepshead,AP7-136,C040,C040,51,,20,221,5,R,2,10,18,10/9/2007,10,4535.924,TRUE,447,17.598,534,21.024,587,23.11,23,,Christian Cool,F,2,2,2,1,307,BAY,3,FALSE,,TRUE,FALSE,,19+19,19+19,21+21,19,19+19,9.18,16.53,19,19,21,19,19,19.38356164,VA,19,,,,,,,,,,"No muscle tissue, scales, stomachs, spines from most","Muscle tissue from some fish, but not ashed vials."
2007,175,Sheepshead,AP7-175,NC37,NC37,13,,50,,,C,1,12,5,12/5/2007,12.395,5622.277,FALSE,509,20.039,570,22.441,617,24.291,24,,,F,2,2,2,5,625,OCEAN,1,TRUE,102.5,TRUE,TRUE,,,19+19,21+21,20,19+19,16.04,17.49,19,19,21,20,20,20.51506849,VA,20,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,141,Sheepshead,AP7-141,NC3,NC3,13,,50,,,C,1,12,5,12/5/2007,12.855,5830.93,FALSE,471,18.543,573,22.559,629,24.764,24,,,F,2,2,2,5,625,OCEAN,1,TRUE,88.4,TRUE,TRUE,,,19+20,20,20,19+19,25.45,29.08,19,20,20,20,20,20.51506849,VA,20,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,58,Sheepshead,AP7-058,R009,R009,,,20,4645,1,R,,8,3,8/3/2007,13,5896.701,TRUE,,,,,630,24.803,24,,,U,3,3,,,307,BAY,1,FALSE,,FALSE,FALSE,,,21+21,21+21,22,21+21,12.4,29.18,21,21,21,22,21,21.17534247,VA,21,,,,,,,,,,,
2007,144,Sheepshead,AP7-144,NC6,NC6,13,,50,,,C,1,12,5,12/5/2007,9.85,4467.885,FALSE,490,19.291,550,21.654,601,23.661,23,,,M,1,1,1,4,625,OCEAN,1,FALSE,,TRUE,TRUE,,,21+21,22+22,23,21+21,18.37,27.56,21,21,22,23,22,22.51506849,VA,22,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,40,Sheepshead,AP7-040,D010,D010,,,,,,R,2,9,4,9/4/2007,,,FALSE,469,18.465,564,22.205,622,24.488,24,,Charlie Maresh,M,1,1,1,2,,,3,FALSE,,TRUE,TRUE,,,25+25,25+25,25,25+25,12.41,34.3,25,25,25,25,25,25.2630137,VA,25,,,,,,,,,,,
2007,139,Sheepshead,AP7-139,NC1,NC1,13,,50,,,C,1,12,5,12/5/2007,15.05,6826.565,FALSE,513,20.197,575,22.638,640,25.197,25,,,F,2,2,2,5,625,OCEAN,1,TRUE,77.72,TRUE,TRUE,,,25+25,25+25,25,25+25,14.69,22.04,25,25,25,25,25,25.51506849,VA,25,,,,,,,,,NC,Caught North of Cape Hatteras off the outer banks in Federal Waters,
2007,97,Sheepshead,AP7-097,D013,D013,,,,,,R,2,10,9,10/9/2007,13.6875,6208.546,FALSE,487,19.173,576,22.677,647,25.472,25,,Mike Firestone,U,3,3,,,,,3,FALSE,,TRUE,FALSE,,,30,30+30,29,30,0,14.7,30,30,30,29,30,30.35890411,VA,30,,,,,,,,,,No gonads in the fish,
